subject,block,type,rep,utterance,vowel,istarget,talker
10,5,b,10,6,EE,0,f6
10,5,b,10,7,EE,0,f6
10,5,b,10,8,AH,0,f6
10,5,b,10,9,IH,1,f6
10,5,b,10,10,EH,0,f6
10,5,b,10,11,EE,0,f6
10,5,b,10,12,AE,0,f6
10,5,b,10,13,EH,0,f6
10,5,b,10,14,OO,0,f6
10,5,b,10,15,IH,1,f6
10,5,b,10,16,AE,0,f6
10,5,b,11,1,UH,1,f3
10,5,b,11,2,EE,0,f3
10,5,b,11,3,OO,0,f3
10,5,b,11,4,EH,0,f3
10,5,b,11,5,OO,0,f3
10,5,b,11,6,AE,0,f3
10,5,b,11,7,OO,0,f3
10,5,b,11,8,UH,1,f3
10,5,b,11,9,AH,0,f3
10,5,b,11,10,OO,0,f3
10,5,b,11,11,OO,0,f3
10,5,b,11,12,EH,0,f3
10,5,b,11,13,UH,1,f3
10,5,b,11,14,AH,0,f3
10,5,b,11,15,UH,1,f3
10,5,b,11,16,AH,0,f3
10,5,b,12,1,AE,0,m2
10,5,b,12,2,OO,0,m2
10,5,b,12,3,AH,0,m2
10,5,b,12,4,IH,1,m2
10,5,b,12,5,IH,1,m2
10,5,b,12,6,EH,0,m2
10,5,b,12,7,EE,0,m2
10,5,b,12,8,EH,0,m2
10,5,b,12,9,UH,0,m2
10,5,b,12,10,EE,0,m2
10,5,b,12,11,AH,0,m2
10,5,b,12,12,AH,0,m2
10,5,b,12,13,OO,0,m2
10,5,b,12,14,IH,1,m2
10,5,b,12,15,IH,1,m2
10,5,b,12,16,UH,0,m2
10,5,b,13,1,OO,0,f1
10,5,b,13,2,UH,0,f1
10,5,b,13,3,UH,0,f1
10,5,b,13,4,OO,0,f1
10,5,b,13,5,AE,0,f1
10,5,b,13,6,IH,1,f1
10,5,b,13,7,IH,1,f1
10,5,b,13,8,AH,0,f1
10,5,b,13,9,EH,0,f1
10,5,b,13,10,OO,0,f1
10,5,b,13,11,OO,0,f1
10,5,b,13,12,IH,1,f1
10,5,b,13,13,AE,0,f1
10,5,b,13,14,AE,0,f1
10,5,b,13,15,OO,0,f1
10,5,b,13,16,IH,1,f1
10,5,b,14,1,AH,0,f8
10,5,b,14,2,IH,0,f8
10,5,b,14,3,OO,1,f8
10,5,b,14,4,IH,0,f8
10,5,b,14,5,AH,0,f8
10,5,b,14,6,OO,1,f8
10,5,b,14,7,UH,0,f8
10,5,b,14,8,OO,1,f8
10,5,b,14,9,UH,0,f8
10,5,b,14,10,AE,0,f8
10,5,b,14,11,AH,0,f8
10,5,b,14,12,UH,0,f8
10,5,b,14,13,AE,0,f8
10,5,b,14,14,AE,0,f8
10,5,b,14,15,AH,0,f8
10,5,b,14,16,OO,1,f8
10,5,b,15,1,IH,1,f5
10,5,b,15,2,OO,0,f5
10,5,b,15,3,IH,1,f5
10,5,b,15,4,UH,0,f5
10,5,b,15,5,OO,0,f5
10,5,b,15,6,OO,0,f5
10,5,b,15,7,AH,0,f5
10,5,b,15,8,OO,0,f5
10,5,b,15,9,UH,0,f5
10,5,b,15,10,EE,0,f5
10,5,b,15,11,EH,0,f5
10,5,b,15,12,EH,0,f5
10,5,b,15,13,IH,1,f5
10,5,b,15,14,EH,0,f5
10,5,b,15,15,AH,0,f5
10,5,b,15,16,EE,0,f5
10,5,b,16,1,IH,1,f7
10,5,b,16,2,AH,0,f7
10,5,b,16,3,UH,0,f7
10,5,b,16,4,IH,1,f7
10,5,b,16,5,AH,0,f7
10,5,b,16,6,OO,0,f7
10,5,b,16,7,EE,0,f7
10,5,b,16,8,IH,1,f7
10,5,b,16,9,UH,0,f7
10,5,b,16,10,AH,0,f7
10,5,b,16,11,OO,0,f7
10,5,b,16,12,AE,0,f7
10,5,b,16,13,EE,0,f7
10,5,b,16,14,OO,0,f7
10,5,b,16,15,UH,0,f7
10,5,b,16,16,EE,0,f7
10,6,mf,1,1,UH,1,f4
10,6,mf,1,2,EE,0,m1
10,6,mf,1,3,UH,1,f4
10,6,mf,1,4,AE,0,m1
10,6,mf,1,5,AE,0,f4
10,6,mf,1,6,AH,0,m1
10,6,mf,1,7,UH,1,f4
10,6,mf,1,8,EE,0,m1
10,6,mf,1,9,AE,0,f4
10,6,mf,1,10,IH,0,f4
10,6,mf,1,11,OO,0,m1
10,6,mf,1,12,AH,0,m1
10,6,mf,1,13,AE,0,m1
10,6,mf,1,14,EH,0,f4
10,6,mf,1,15,UH,1,m1
10,6,mf,1,16,AH,0,f4
10,6,ff,2,1,OO,1,f1
10,6,ff,2,2,EH,0,f1
10,6,ff,2,3,EE,0,f1
10,6,ff,2,4,EE,0,f8
10,6,ff,2,5,EH,0,f8
10,6,ff,2,6,OO,1,f8
10,6,ff,2,7,UH,0,f8
10,6,ff,2,8,UH,0,f1
10,6,ff,2,9,AH,0,f8
10,6,ff,2,10,OO,1,f8
10,6,ff,2,11,EH,0,f8
10,6,ff,2,12,EE,0,f8
10,6,ff,2,13,AH,0,f1
10,6,ff,2,14,OO,1,f8
10,6,ff,2,15,AE,0,f1
10,6,ff,2,16,IH,0,f8
10,6,mf,3,1,UH,1,f9
10,6,mf,3,2,IH,0,m2
10,6,mf,3,3,UH,1,m2
10,6,mf,3,4,UH,1,m2
10,6,mf,3,5,IH,0,m2
10,6,mf,3,6,OO,0,m2
10,6,mf,3,7,IH,0,f9
10,6,mf,3,8,IH,0,m2
10,6,mf,3,9,EE,0,f9
10,6,mf,3,10,AH,0,m2
10,6,mf,3,11,OO,0,f9
10,6,mf,3,12,AE,0,f9
10,6,mf,3,13,EH,0,m2
10,6,mf,3,14,UH,1,f9
10,6,mf,3,15,EH,0,m2
10,6,mf,3,16,IH,0,m2
10,6,ff,4,1,EE,0,f1
10,6,ff,4,2,UH,1,f8
10,6,ff,4,3,EE,0,f1
10,6,ff,4,4,AH,0,f1
10,6,ff,4,5,IH,0,f1
10,6,ff,4,6,EE,0,f8
10,6,ff,4,7,UH,1,f1
10,6,ff,4,8,AH,0,f1
10,6,ff,4,9,AH,0,f8
10,6,ff,4,10,IH,0,f1
10,6,ff,4,11,AH,0,f1
10,6,ff,4,12,UH,1,f8
10,6,ff,4,13,OO,0,f1
10,6,ff,4,14,AE,0,f1
10,6,ff,4,15,UH,1,f8
10,6,ff,4,16,OO,0,f8
10,6,ff,5,1,IH,1,f1
10,6,ff,5,2,IH,1,f8
10,6,ff,5,3,AH,0,f1
10,6,ff,5,4,AE,0,f8
10,6,ff,5,5,EH,0,f1
10,6,ff,5,6,EH,0,f8
10,6,ff,5,7,EE,0,f8
10,6,ff,5,8,UH,0,f1
10,6,ff,5,9,UH,0,f8
10,6,ff,5,10,AE,0,f1
10,6,ff,5,11,IH,1,f1
10,6,ff,5,12,AE,0,f8
10,6,ff,5,13,OO,0,f8
10,6,ff,5,14,OO,0,f8
10,6,ff,5,15,UH,0,f1
10,6,ff,5,16,IH,1,f1
10,6,mf,6,1,EE,0,f3
10,6,mf,6,2,OO,0,m1
10,6,mf,6,3,AH,0,f3
10,6,mf,6,4,AH,0,m1
10,6,mf,6,5,EE,0,m1
10,6,mf,6,6,AH,0,f3
10,6,mf,6,7,IH,1,m1
10,6,mf,6,8,AE,0,m1
10,6,mf,6,9,EH,0,f3
10,6,mf,6,10,IH,1,m1
10,6,mf,6,11,UH,0,f3
10,6,mf,6,12,EH,0,f3
10,6,mf,6,13,AH,0,f3
10,6,mf,6,14,AE,0,f3
10,6,mf,6,15,AE,0,m1
10,6,mf,6,16,IH,1,f3
10,6,ff,7,1,EE,0,f7
10,6,ff,7,2,AE,0,f7
10,6,ff,7,3,EH,0,f7
10,6,ff,7,4,EH,0,f3
10,6,ff,7,5,UH,0,f7
10,6,ff,7,6,EH,0,f7
10,6,ff,7,7,EE,0,f7
10,6,ff,7,8,IH,1,f3
10,6,ff,7,9,AH,0,f3
10,6,ff,7,10,IH,1,f7
10,6,ff,7,11,EH,0,f3
10,6,ff,7,12,EE,0,f7
10,6,ff,7,13,IH,1,f7
10,6,ff,7,14,EE,0,f3
10,6,ff,7,15,AH,0,f3
10,6,ff,7,16,IH,1,f7
10,6,mf,8,1,AH,0,f1
10,6,mf,8,2,UH,0,f1
10,6,mf,8,3,OO,1,m2
10,6,mf,8,4,EH,0,f1
10,6,mf,8,5,AE,0,m2
10,6,mf,8,6,OO,1,f1
10,6,mf,8,7,EH,0,f1
10,6,mf,8,8,EH,0,m2
10,6,mf,8,9,EH,0,m2
10,6,mf,8,10,EH,0,m2
10,6,mf,8,11,AH,0,f1
10,6,mf,8,12,AE,0,f1
10,6,mf,8,13,AH,0,m2
10,6,mf,8,14,AH,0,m2
10,6,mf,8,15,OO,1,m2
10,6,mf,8,16,AE,0,f1
10,6,ff,9,1,EE,0,f7
10,6,ff,9,2,IH,0,f9
10,6,ff,9,3,EH,0,f9
10,6,ff,9,4,EH,0,f9
10,6,ff,9,5,IH,0,f7
10,6,ff,9,6,AE,0,f9
10,6,ff,9,7,UH,1,f9
10,6,ff,9,8,EH,0,f7
10,6,ff,9,9,OO,0,f9
10,6,ff,9,10,EH,0,f9
10,6,ff,9,11,IH,0,f7
10,6,ff,9,12,AH,0,f9
10,6,ff,9,13,AE,0,f9
10,6,ff,9,14,AH,0,f9
10,6,ff,9,15,IH,0,f7
10,6,ff,9,16,UH,1,f7
10,6,ff,10,1,UH,1,f9
10,6,ff,10,2,IH,0,f3
10,6,ff,10,3,UH,1,f9
10,6,ff,10,4,AH,0,f9
10,6,ff,10,5,EH,0,f3
10,6,ff,10,6,AH,0,f9
10,6,ff,10,7,IH,0,f9
10,6,ff,10,8,UH,1,f3
10,6,ff,10,9,OO,0,f3
10,6,ff,10,10,IH,0,f9
10,6,ff,10,11,AE,0,f9
10,6,ff,10,12,IH,0,f9
10,6,ff,10,13,AE,0,f3
10,6,ff,10,14,OO,0,f9
10,6,ff,10,15,AE,0,f9
10,6,ff,10,16,AE,0,f3
10,6,ff,11,1,EH,0,f3
10,6,ff,11,2,EH,0,f3
10,6,ff,11,3,UH,1,f3
10,6,ff,11,4,AE,0,f6
10,6,ff,11,5,AE,0,f3
10,6,ff,11,6,IH,0,f3
10,6,ff,11,7,OO,0,f6
10,6,ff,11,8,OO,0,f6
10,6,ff,11,9,AE,0,f3
10,6,ff,11,10,UH,1,f3
10,6,ff,11,11,EH,0,f6
10,6,ff,11,12,IH,0,f6
10,6,ff,11,13,AE,0,f3
10,6,ff,11,14,UH,1,f6
10,6,ff,11,15,UH,1,f6
10,6,ff,11,16,IH,0,f3
10,6,ff,12,1,EH,0,f3
10,6,ff,12,2,UH,1,f3
10,6,ff,12,3,AH,0,f3
10,6,ff,12,4,AE,0,f5
10,6,ff,12,5,AH,0,f5
10,6,ff,12,6,AH,0,f5
10,6,ff,12,7,OO,0,f5
10,6,ff,12,8,AE,0,f5
10,6,ff,12,9,EE,0,f5
10,6,ff,12,10,OO,0,f5
10,6,ff,12,11,UH,1,f3
10,6,ff,12,12,IH,0,f5
10,6,ff,12,13,AE,0,f3
10,6,ff,12,14,AE,0,f3
10,6,ff,12,15,UH,1,f3
10,6,ff,12,16,UH,1,f3
10,6,mf,13,1,EE,0,f4
10,6,mf,13,2,IH,1,f4
10,6,mf,13,3,EH,0,f4
10,6,mf,13,4,OO,0,m3
10,6,mf,13,5,EE,0,m3
10,6,mf,13,6,EE,0,m3
10,6,mf,13,7,AE,0,f4
10,6,mf,13,8,AE,0,m3
10,6,mf,13,9,IH,1,m3
10,6,mf,13,10,EH,0,f4
10,6,mf,13,11,IH,1,m3
10,6,mf,13,12,IH,1,f4
10,6,mf,13,13,EE,0,m3
10,6,mf,13,14,AH,0,f4
10,6,mf,13,15,AE,0,m3
10,6,mf,13,16,UH,0,f4
10,6,ff,14,1,AE,0,f8
10,6,ff,14,2,EE,0,f8
10,6,ff,14,3,AE,0,f2
10,6,ff,14,4,AE,0,f8
10,6,ff,14,5,UH,1,f2
10,6,ff,14,6,EH,0,f2
10,6,ff,14,7,UH,1,f2
10,6,ff,14,8,UH,1,f2
10,6,ff,14,9,EE,0,f8
10,6,ff,14,10,AH,0,f8
10,6,ff,14,11,UH,1,f2
10,6,ff,14,12,OO,0,f8
10,6,ff,14,13,IH,0,f8
10,6,ff,14,14,OO,0,f2
10,6,ff,14,15,IH,0,f2
10,6,ff,14,16,EH,0,f2
10,6,mf,15,1,AE,0,m3
10,6,mf,15,2,OO,0,m3
10,6,mf,15,3,EE,0,f5
10,6,mf,15,4,UH,0,m3
10,6,mf,15,5,AH,0,m3
10,6,mf,15,6,AE,0,f5
10,6,mf,15,7,AE,0,f5
10,6,mf,15,8,UH,0,f5
10,6,mf,15,9,IH,1,f5
10,6,mf,15,10,IH,1,f5
10,6,mf,15,11,AH,0,f5
10,6,mf,15,12,EE,0,f5
10,6,mf,15,13,EH,0,f5
10,6,mf,15,14,AE,0,f5
10,6,mf,15,15,EE,0,f5
10,6,mf,15,16,IH,1,f5
10,6,ff,16,1,OO,0,f5
10,6,ff,16,2,AE,0,f5
10,6,ff,16,3,IH,1,f7
10,6,ff,16,4,AH,0,f5
10,6,ff,16,5,IH,1,f7
10,6,ff,16,6,IH,1,f5
10,6,ff,16,7,UH,0,f5
10,6,ff,16,8,EE,0,f7
10,6,ff,16,9,AE,0,f5
10,6,ff,16,10,OO,0,f5
10,6,ff,16,11,AE,0,f7
10,6,ff,16,12,AH,0,f5
10,6,ff,16,13,IH,1,f5
10,6,ff,16,14,EH,0,f5
10,6,ff,16,15,AH,0,f7
10,6,ff,16,16,AH,0,f7
