subject,block,type,rep,utterance,vowel,istarget,talker
99,5,b,10,6,OO,0,m2
99,5,b,10,7,UH,0,m2
99,5,b,10,8,AE,0,m2
99,5,b,10,9,AH,0,m2
99,5,b,10,10,IH,1,m2
99,5,b,10,11,EE,0,m2
99,5,b,10,12,IH,1,m2
99,5,b,10,13,EH,0,m2
99,5,b,10,14,IH,1,m2
99,5,b,10,15,UH,0,m2
99,5,b,10,16,OO,0,m2
99,5,b,11,1,EH,0,m3
99,5,b,11,2,UH,1,m3
99,5,b,11,3,AE,0,m3
99,5,b,11,4,AH,0,m3
99,5,b,11,5,UH,1,m3
99,5,b,11,6,EE,0,m3
99,5,b,11,7,UH,1,m3
99,5,b,11,8,IH,0,m3
99,5,b,11,9,OO,0,m3
99,5,b,11,10,AH,0,m3
99,5,b,11,11,EE,0,m3
99,5,b,11,12,EH,0,m3
99,5,b,11,13,IH,0,m3
99,5,b,11,14,OO,0,m3
99,5,b,11,15,UH,1,m3
99,5,b,11,16,AE,0,m3
99,5,b,12,1,UH,0,f7
99,5,b,12,2,OO,1,f7
99,5,b,12,3,AE,0,f7
99,5,b,12,4,AH,0,f7
99,5,b,12,5,EE,0,f7
99,5,b,12,6,EH,0,f7
99,5,b,12,7,IH,0,f7
99,5,b,12,8,OO,1,f7
99,5,b,12,9,AE,0,f7
99,5,b,12,10,EE,0,f7
99,5,b,12,11,OO,1,f7
99,5,b,12,12,EH,0,f7
99,5,b,12,13,IH,0,f7
99,5,b,12,14,UH,0,f7
99,5,b,12,15,OO,1,f7
99,5,b,12,16,AH,0,f7
99,5,b,13,1,OO,0,f2
99,5,b,13,2,IH,1,f2
99,5,b,13,3,AE,0,f2
99,5,b,13,4,AH,0,f2
99,5,b,13,5,EE,0,f2
99,5,b,13,6,IH,1,f2
99,5,b,13,7,EH,0,f2
99,5,b,13,8,IH,1,f2
99,5,b,13,9,UH,0,f2
99,5,b,13,10,AE,0,f2
99,5,b,13,11,EE,0,f2
99,5,b,13,12,EH,0,f2
99,5,b,13,13,OO,0,f2
99,5,b,13,14,UH,0,f2
99,5,b,13,15,IH,1,f2
99,5,b,13,16,AH,0,f2
99,5,b,14,1,OO,0,f3
99,5,b,14,2,UH,1,f3
99,5,b,14,3,AE,0,f3
99,5,b,14,4,AH,0,f3
99,5,b,14,5,UH,1,f3
99,5,b,14,6,EE,0,f3
99,5,b,14,7,UH,1,f3
99,5,b,14,8,EH,0,f3
99,5,b,14,9,IH,0,f3
99,5,b,14,10,AE,0,f3
99,5,b,14,11,AH,0,f3
99,5,b,14,12,EE,0,f3
99,5,b,14,13,IH,0,f3
99,5,b,14,14,UH,1,f3
99,5,b,14,15,OO,0,f3
99,5,b,14,16,EH,0,f3
99,5,b,15,1,EH,0,f1
99,5,b,15,2,AE,0,f1
99,5,b,15,3,AH,0,f1
99,5,b,15,4,IH,1,f1
99,5,b,15,5,EE,0,f1
99,5,b,15,6,OO,0,f1
99,5,b,15,7,UH,0,f1
99,5,b,15,8,AE,0,f1
99,5,b,15,9,IH,1,f1
99,5,b,15,10,AH,0,f1
99,5,b,15,11,IH,1,f1
99,5,b,15,12,EE,0,f1
99,5,b,15,13,IH,1,f1
99,5,b,15,14,OO,0,f1
99,5,b,15,15,UH,0,f1
99,5,b,15,16,EH,0,f1
99,5,b,16,1,UH,0,f8
99,5,b,16,2,AE,0,f8
99,5,b,16,3,OO,1,f8
99,5,b,16,4,AH,0,f8
99,5,b,16,5,OO,1,f8
99,5,b,16,6,EE,0,f8
99,5,b,16,7,EH,0,f8
99,5,b,16,8,IH,0,f8
99,5,b,16,9,AE,0,f8
99,5,b,16,10,OO,1,f8
99,5,b,16,11,AH,0,f8
99,5,b,16,12,EE,0,f8
99,5,b,16,13,IH,0,f8
99,5,b,16,14,UH,0,f8
99,5,b,16,15,OO,1,f8
99,5,b,16,16,EH,0,f8
99,6,ff,1,1,EH,0,f9
99,6,ff,1,2,UH,1,f9
99,6,ff,1,3,AE,0,f9
99,6,ff,1,4,AH,0,f3
99,6,ff,1,5,EE,0,f3
99,6,ff,1,6,IH,0,f9
99,6,ff,1,7,OO,0,f3
99,6,ff,1,8,AE,0,f3
99,6,ff,1,9,UH,1,f3
99,6,ff,1,10,AH,0,f9
99,6,ff,1,11,EH,0,f3
99,6,ff,1,12,UH,1,f3
99,6,ff,1,13,IH,0,f9
99,6,ff,1,14,UH,1,f3
99,6,ff,1,15,OO,0,f9
99,6,ff,1,16,EE,0,f9
99,6,mf,2,1,EH,0,m3
99,6,mf,2,2,AE,0,f8
99,6,mf,2,3,OO,1,m3
99,6,mf,2,4,AH,0,m3
99,6,mf,2,5,OO,1,m3
99,6,mf,2,6,EE,0,f8
99,6,mf,2,7,IH,0,m3
99,6,mf,2,8,UH,0,m3
99,6,mf,2,9,AH,0,m3
99,6,mf,2,10,OO,1,f8
99,6,mf,2,11,EE,0,f8
99,6,mf,2,12,EH,0,f8
99,6,mf,2,13,IH,0,f8
99,6,mf,2,14,OO,1,f8
99,6,mf,2,15,UH,0,m3
99,6,mf,2,16,AE,0,f8
99,6,ff,3,1,UH,0,f5
99,6,ff,3,2,AE,0,f3
99,6,ff,3,3,AH,0,f5
99,6,ff,3,4,IH,1,f5
99,6,ff,3,5,EE,0,f5
99,6,ff,3,6,IH,1,f3
99,6,ff,3,7,EH,0,f3
99,6,ff,3,8,IH,1,f3
99,6,ff,3,9,OO,0,f3
99,6,ff,3,10,AE,0,f5
99,6,ff,3,11,AH,0,f3
99,6,ff,3,12,EH,0,f5
99,6,ff,3,13,OO,0,f5
99,6,ff,3,14,IH,1,f5
99,6,ff,3,15,UH,0,f3
99,6,ff,3,16,EE,0,f3
99,6,ff,4,1,UH,0,f5
99,6,ff,4,2,IH,1,f7
99,6,ff,4,3,AE,0,f7
99,6,ff,4,4,AH,0,f7
99,6,ff,4,5,IH,1,f5
99,6,ff,4,6,EE,0,f7
99,6,ff,4,7,EH,0,f7
99,6,ff,4,8,OO,0,f7
99,6,ff,4,9,AE,0,f5
99,6,ff,4,10,AH,0,f5
99,6,ff,4,11,EE,0,f5
99,6,ff,4,12,OO,0,f5
99,6,ff,4,13,IH,1,f5
99,6,ff,4,14,UH,0,f5
99,6,ff,4,15,IH,1,f7
99,6,ff,4,16,EH,0,f7
99,6,ff,5,1,OO,0,f5
99,6,ff,5,2,UH,1,f1
99,6,ff,5,3,AE,0,f1
99,6,ff,5,4,UH,1,f5
99,6,ff,5,5,AH,0,f5
99,6,ff,5,6,EE,0,f5
99,6,ff,5,7,EH,0,f5
99,6,ff,5,8,UH,1,f1
99,6,ff,5,9,IH,0,f5
99,6,ff,5,10,AE,0,f1
99,6,ff,5,11,AH,0,f1
99,6,ff,5,12,EE,0,f5
99,6,ff,5,13,EH,0,f1
99,6,ff,5,14,UH,1,f1
99,6,ff,5,15,IH,0,f5
99,6,ff,5,16,OO,0,f1
99,6,mf,6,1,EH,0,m2
99,6,mf,6,2,OO,1,f5
99,6,mf,6,3,AE,0,m2
99,6,mf,6,4,OO,1,f5
99,6,mf,6,5,AH,0,f5
99,6,mf,6,6,EE,0,m2
99,6,mf,6,7,OO,1,m2
99,6,mf,6,8,IH,0,f5
99,6,mf,6,9,UH,0,m2
99,6,mf,6,10,OO,1,f5
99,6,mf,6,11,AE,0,m2
99,6,mf,6,12,AH,0,f5
99,6,mf,6,13,EE,0,m2
99,6,mf,6,14,EH,0,m2
99,6,mf,6,15,IH,0,f5
99,6,mf,6,16,UH,0,f5
99,6,ff,7,1,EE,0,f8
99,6,ff,7,2,IH,1,f8
99,6,ff,7,3,AE,0,f8
99,6,ff,7,4,AH,0,f2
99,6,ff,7,5,EH,0,f8
99,6,ff,7,6,IH,1,f2
99,6,ff,7,7,OO,0,f8
99,6,ff,7,8,UH,0,f2
99,6,ff,7,9,IH,1,f2
99,6,ff,7,10,AE,0,f2
99,6,ff,7,11,IH,1,f8
99,6,ff,7,12,EE,0,f2
99,6,ff,7,13,EH,0,f8
99,6,ff,7,14,OO,0,f2
99,6,ff,7,15,UH,0,f8
99,6,ff,7,16,AH,0,f2
99,6,ff,8,1,EH,0,f9
99,6,ff,8,2,AE,0,f9
99,6,ff,8,3,UH,1,f1
99,6,ff,8,4,AH,0,f9
99,6,ff,8,5,UH,1,f1
99,6,ff,8,6,EE,0,f9
99,6,ff,8,7,IH,0,f1
99,6,ff,8,8,UH,1,f1
99,6,ff,8,9,OO,0,f9
99,6,ff,8,10,AE,0,f1
99,6,ff,8,11,AH,0,f1
99,6,ff,8,12,UH,1,f9
99,6,ff,8,13,EE,0,f1
99,6,ff,8,14,EH,0,f1
99,6,ff,8,15,OO,0,f9
99,6,ff,8,16,IH,0,f9
99,6,ff,9,1,EH,0,f6
99,6,ff,9,2,AE,0,f6
99,6,ff,9,3,AH,0,f6
99,6,ff,9,4,OO,1,f6
99,6,ff,9,5,EE,0,f4
99,6,ff,9,6,IH,0,f4
99,6,ff,9,7,OO,1,f4
99,6,ff,9,8,UH,0,f6
99,6,ff,9,9,AE,0,f6
99,6,ff,9,10,AH,0,f4
99,6,ff,9,11,EE,0,f4
99,6,ff,9,12,OO,1,f4
99,6,ff,9,13,EH,0,f4
99,6,ff,9,14,OO,1,f6
99,6,ff,9,15,UH,0,f4
99,6,ff,9,16,IH,0,f6
99,6,mf,10,1,OO,0,f9
99,6,mf,10,2,AE,0,m3
99,6,mf,10,3,UH,1,m3
99,6,mf,10,4,AH,0,m3
99,6,mf,10,5,UH,1,f9
99,6,mf,10,6,EE,0,f9
99,6,mf,10,7,EH,0,m3
99,6,mf,10,8,IH,0,m3
99,6,mf,10,9,AE,0,f9
99,6,mf,10,10,UH,1,m3
99,6,mf,10,11,AH,0,f9
99,6,mf,10,12,EE,0,m3
99,6,mf,10,13,UH,1,f9
99,6,mf,10,14,IH,0,f9
99,6,mf,10,15,OO,0,f9
99,6,mf,10,16,EH,0,m3
99,6,ff,11,1,EE,0,f7
99,6,ff,11,2,OO,1,f4
99,6,ff,11,3,AE,0,f7
99,6,ff,11,4,OO,1,f4
99,6,ff,11,5,AH,0,f7
99,6,ff,11,6,EH,0,f4
99,6,ff,11,7,IH,0,f4
99,6,ff,11,8,UH,0,f7
99,6,ff,11,9,AE,0,f4
99,6,ff,11,10,AH,0,f7
99,6,ff,11,11,EE,0,f4
99,6,ff,11,12,OO,1,f7
99,6,ff,11,13,EH,0,f7
99,6,ff,11,14,OO,1,f7
99,6,ff,11,15,UH,0,f4
99,6,ff,11,16,IH,0,f4
99,6,mf,12,1,EE,0,f6
99,6,mf,12,2,AE,0,m2
99,6,mf,12,3,IH,1,f6
99,6,mf,12,4,AH,0,m2
99,6,mf,12,5,EH,0,f6
99,6,mf,12,6,OO,0,m2
99,6,mf,12,7,UH,0,f6
99,6,mf,12,8,AE,0,m2
99,6,mf,12,9,IH,1,m2
99,6,mf,12,10,AH,0,f6
99,6,mf,12,11,IH,1,m2
99,6,mf,12,12,EE,0,f6
99,6,mf,12,13,OO,0,m2
99,6,mf,12,14,UH,0,m2
99,6,mf,12,15,IH,1,f6
99,6,mf,12,16,EH,0,f6
99,6,ff,13,1,EE,0,f6
99,6,ff,13,2,IH,1,f7
99,6,ff,13,3,AE,0,f7
99,6,ff,13,4,AH,0,f6
99,6,ff,13,5,EH,0,f6
99,6,ff,13,6,OO,0,f7
99,6,ff,13,7,UH,0,f6
99,6,ff,13,8,AE,0,f6
99,6,ff,13,9,IH,1,f7
99,6,ff,13,10,AH,0,f7
99,6,ff,13,11,IH,1,f6
99,6,ff,13,12,EE,0,f6
99,6,ff,13,13,IH,1,f7
99,6,ff,13,14,OO,0,f7
99,6,ff,13,15,UH,0,f6
99,6,ff,13,16,EH,0,f7
99,6,ff,14,1,EE,0,f2
99,6,ff,14,2,UH,1,f2
99,6,ff,14,3,AE,0,f8
99,6,ff,14,4,AH,0,f8
99,6,ff,14,5,EH,0,f8
99,6,ff,14,6,UH,1,f8
99,6,ff,14,7,IH,0,f2
99,6,ff,14,8,OO,0,f2
99,6,ff,14,9,AE,0,f2
99,6,ff,14,10,UH,1,f2
99,6,ff,14,11,AH,0,f8
99,6,ff,14,12,EE,0,f8
99,6,ff,14,13,UH,1,f2
99,6,ff,14,14,EH,0,f8
99,6,ff,14,15,IH,0,f2
99,6,ff,14,16,OO,0,f8
99,6,ff,15,1,UH,0,f1
99,6,ff,15,2,OO,1,f6
99,6,ff,15,3,AE,0,f6
99,6,ff,15,4,AH,0,f1
99,6,ff,15,5,EE,0,f6
99,6,ff,15,6,EH,0,f1
99,6,ff,15,7,IH,0,f1
99,6,ff,15,8,OO,1,f6
99,6,ff,15,9,AH,0,f1
99,6,ff,15,10,EE,0,f1
99,6,ff,15,11,EH,0,f1
99,6,ff,15,12,OO,1,f6
99,6,ff,15,13,IH,0,f6
99,6,ff,15,14,UH,0,f6
99,6,ff,15,15,OO,1,f6
99,6,ff,15,16,AE,0,f1
99,6,mf,16,1,EE,0,m3
99,6,mf,16,2,AE,0,f7
99,6,mf,16,3,AH,0,f7
99,6,mf,16,4,EH,0,m3
99,6,mf,16,5,OO,1,f7
99,6,mf,16,6,IH,0,m3
99,6,mf,16,7,OO,1,m3
99,6,mf,16,8,UH,0,f7
99,6,mf,16,9,AE,0,f7
99,6,mf,16,10,OO,1,m3
99,6,mf,16,11,AH,0,m3
99,6,mf,16,12,OO,1,f7
99,6,mf,16,13,EE,0,m3
99,6,mf,16,14,IH,0,f7
99,6,mf,16,15,UH,0,m3
99,6,mf,16,16,EH,0,f7
